state_name,county_name,rep24,dem24,tot24,rep_share24,dem_share24,rep_margin24,rep20,dem20,tot20,rep_share20,dem_share20,rep_margin20,rep_shift,state_abbr,fraud_cases,integrity_score,integrity_cat
Alabama,Fayette County,7158,1142,8356,0.8566299664911441,0.136668262326472,0.7199617041646721,7300,1395,8766,0.8327629477526808,0.1591375770020534,0.6736253707506275,0.04633633341404464,AL,39,89,Ranked 1-10
Alabama,Franklin County,10417,1568,12077,0.8625486461869669,0.1298335679390577,0.7327150782479093,10376,2086,12578,0.8249324216886628,0.16584512641119414,0.6590872952774687,0.07362778297044059,AL,39,89,Ranked 1-10
Alabama,Geneva County,10929,1391,12390,0.8820823244552058,0.1122679580306699,0.7698143664245359,10848,1595,12545,0.8647269828616979,0.12714228776404943,0.7375846950976485,0.03222967132688748,AL,39,89,Ranked 1-10
Alabama,Greene County,885,3133,4035,0.21933085501858737,0.776456009913259,-0.5571251548946716,875,3884,4775,0.18324607329842932,0.8134031413612566,-0.6301570680628272,0.0730319131681556,AL,39,89,Ranked 1-10
Alabama,Hale County,3369,3868,7290,0.4621399176954733,0.5305898491083676,-0.06844993141289435,3190,4687,7922,0.40267609189598585,0.5916435243625348,-0.1889674324665489,0.12051750105365457,AL,39,89,Ranked 1-10
Alabama,Henry County,6989,2263,9301,0.7514245780023653,0.24330717127190624,0.508117406730459,6607,2606,9298,0.7105829210582921,0.2802753280275328,0.4303075930307594,0.07780981369969969,AL,39,89,Ranked 1-10
Alabama,Houston County,32469,11352,44195,0.7346758683108949,0.2568616359316665,0.4778142323792284,32618,12917,46173,0.7064301648149351,0.27975223615532885,0.4266779286596063,0.05113630371962213,AL,39,89,Ranked 1-10
Alabama,Jackson County,20073,3276,23509,0.8538432089837934,0.13935088689438088,0.7144923220894125,19670,3717,23636,0.8322051108478592,0.15726011169402607,0.6749449991538331,0.03954732293557939,AL,39,89,Ranked 1-10
Alabama,Jefferson County,131123,162112,296741,0.44187692297323256,0.5463080598906117,-0.10443113691737917,138843,181688,325848,0.426097444207115,0.5575851317178562,-0.1314876875107412,0.02705655059336204,AL,39,89,Ranked 1-10
Alabama,Lamar County,6033,806,6875,0.8775272727272727,0.11723636363636364,0.7602909090909091,6174,978,7193,0.858334491867093,0.13596552203531212,0.7223689698317809,0.03792193925912823,AL,39,89,Ranked 1-10
Alabama,Lauderdale County,32708,10326,43454,0.752704008836931,0.23763059787361349,0.5150734109633175,31721,11915,44339,0.7154198335551095,0.26872505018155574,0.4466947833735538,0.06837862758976371,AL,39,89,Ranked 1-10
Alabama,Lawrence County,13024,2983,16115,0.8081911262798634,0.18510704312752096,0.6230840831523425,12322,3562,16031,0.7686357681991142,0.22219449815981537,0.5464412700392989,0.07664281311304366,AL,39,89,Ranked 1-10
Alabama,Lee County,46020,25798,72695,0.6330559185638627,0.3548799779902332,0.2781759405736295,42221,27860,71449,0.590924995451301,0.38992848045459,0.20099651499671095,0.07717942557691854,AL,39,89,Ranked 1-10
Alabama,Limestone County,37887,14581,53096,0.7135565767666114,0.27461579026668675,0.4389407864999247,34640,13672,49235,0.7035645374225652,0.27768863613283234,0.4258759012897329,0.01306488521019183,AL,39,89,Ranked 1-10
Alabama,Lowndes County,1758,3867,5652,0.31104033970276007,0.6841825902335457,-0.3731422505307856,1836,4972,6835,0.2686174103877103,0.7274323335771763,-0.458814923189466,0.0856726726586804,AL,39,89,Ranked 1-10
Alabama,Macon County,1682,6084,7820,0.21508951406649615,0.7780051150895141,-0.562915601023018,1541,7108,8723,0.1766594061676029,0.8148572738736674,-0.6381978677060645,0.0752822666830465,AL,39,89,Ranked 1-10
Alabama,Madison County,105430,87824,196355,0.5369356522624837,0.44727152351608057,0.08966412874640317,102780,87286,194767,0.5277074658438031,0.4481560017867503,0.07955146405705282,0.01011266468935034,AL,39,89,Ranked 1-10
Alabama,Marengo County,4995,4631,9673,0.5163858161893932,0.4787552982528688,0.03763051793652433,5343,5488,10900,0.4901834862385321,0.50348623853211,-0.01330275229357796,0.0509332702301023,AL,39,89,Ranked 1-10
Alabama,Marion County,12245,1197,13523,0.9054943429712342,0.08851586186497079,0.8169784811062635,12205,1463,13807,0.8839718983124502,0.105960744549866,0.7780111537625841,0.03896732734367936,AL,39,89,Ranked 1-10
Alabama,Marshall County,34434,5553,40277,0.8549296124338953,0.13787024852893712,0.7170593639049582,33191,5943,39655,0.8369940738872778,0.1498676081200353,0.6871264657672425,0.02993289813771571,AL,39,89,Ranked 1-10
Alabama,Mobile County,100759,72055,174545,0.5772666074651236,0.4128161792088,0.16445042825632356,101243,79474,183164,0.5527450809110961,0.43389530693804457,0.11884977397305152,0.04560065428327203,AL,39,89,Ranked 1-10
Alabama,Monroe County,6007,3740,9799,0.6130217369119297,0.38167159914276966,0.23135013776916008,6147,4455,10668,0.5762092238470191,0.4176040494938133,0.1586051743532058,0.07274496341595427,AL,39,89,Ranked 1-10
Alabama,Montgomery County,30477,57946,89375,0.3410013986013986,0.6483468531468531,-0.30734545454545453,33311,64529,99139,0.3360029857069367,0.6508941990538537,-0.314891213346917,0.00754575880146246,AL,39,89,Ranked 1-10
Alabama,Morgan County,40449,12392,53369,0.7579118964192696,0.23219471978114636,0.5257171766381232,39664,13234,53722,0.7383194966680318,0.2463422806299095,0.4919772160381222,0.03373996060000101,AL,39,89,Ranked 1-10
Alabama,Perry County,1269,3174,4457,0.2847206641238501,0.7121382095579987,-0.42741754543414856,1339,3860,5230,0.2560229445506692,0.7380497131931166,-0.4820267686424474,0.05460922320829886,AL,39,89,Ranked 1-10
Alabama,Pickens County,5465,3388,8898,0.6141829624634749,0.3807597212856822,0.23342324117779273,5594,4022,9668,0.5786098469176665,0.41601158460901944,0.16259826230864705,0.07082497886914568,AL,39,89,Ranked 1-10
Alabama,Pike County,8224,4899,13214,0.6223702134100196,0.3707431512032693,0.25162706220675035,8042,5636,13841,0.5810273824145654,0.4071960118488549,0.17383137056571055,0.07779569164103978,AL,39,89,Ranked 1-10
Alabama,Randolph County,9102,1920,11075,0.8218510158013544,0.17336343115124153,0.6484875846501129,8559,2203,10837,0.7897942234935867,0.20328504198578945,0.5865091815077973,0.06197840314231562,AL,39,89,Ranked 1-10
Alabama,Russell County,10078,10422,20679,0.48735432080854973,0.5039895546206297,-0.01663523381207993,9864,11228,21329,0.46246893900323505,0.5264194289465047,-0.06395048994326968,0.04731525613118975,AL,39,89,Ranked 1-10
Alabama,St. Clair County,35501,7640,43440,0.8172421731123388,0.17587476979742173,0.641367403314917,36166,7744,44441,0.8137980693503747,0.1742535046466101,0.6395445647037645,0.00182283861115251,AL,39,89,Ranked 1-10
Alabama,Shelby County,79666,33087,114043,0.6985610690704384,0.2901274080829161,0.40843366098752226,79700,33268,114950,0.6933449325793823,0.28941278816876903,0.4039321444106133,0.00450151657690894,AL,39,89,Ranked 1-10
Alabama,Sumter County,1542,3725,5297,0.29110817443836134,0.7032282424013593,-0.41212006796299794,1598,4648,6291,0.2540136703226832,0.7388332538547131,-0.4848195835320299,0.07269951556903198,AL,39,89,Ranked 1-10
Alabama,Talladega County,22100,10898,33175,0.6661642803315749,0.3285003767897513,0.33766390354182363,22235,13138,35663,0.623475310545944,0.3683930123657572,0.25508229818018674,0.08258160536163689,AL,39,89,Ranked 1-10
Alabama,Tallapoosa County,14884,4975,19980,0.7449449449449449,0.248998998998999,0.4959459459459459,14963,5859,20991,0.7128293077985803,0.2791196226954409,0.43370968510313945,0.062236260842806423,AL,39,89,Ranked 1-10
Alabama,Tuscaloosa County,50724,33399,84879,0.5976036475453292,0.3934895557204962,0.20411409182483303,51117,37765,90172,0.566883289712993,0.41881071729583463,0.14807257241715832,0.05604151940767471,AL,39,89,Ranked 1-10
Alabama,Walker County,25464,4102,29747,0.8560190943624567,0.13789625844622988,0.7181228359162268,26002,4834,31170,0.8341995508501765,0.15508501764517163,0.6791145332050048,0.03900830271122202,AL,39,89,Ranked 1-10
Alabama,Washington County,6534,1863,8430,0.7750889679715303,0.2209964412811388,0.5540925266903914,6564,2258,8876,0.7395223073456512,0.254393871113114,0.4851284362325371,0.06896409045785429,AL,39,89,Ranked 1-10
Alabama,Wilcox County,1793,3449,5260,0.3408745247148289,0.655703422053232,-0.3148288973384031,1833,4048,5903,0.3105200745383703,0.6857530069456209,-0.3752329324072506,0.0604040350688475,AL,39,89,Ranked 1-10
Alabama,Winston County,10191,884,11129,0.91571569772666,0.07943211429598347,0.8362835834306765,10195,974,11284,0.903491669620702,0.08631690889755406,0.8171747607231479,0.01910882270752867,AL,39,89,Ranked 1-10
Arizona,Apache County,12795,18872,32019,0.39960648365033263,0.5894000437240389,-0.18979356007370624,11442,23293,35183,0.32521388170423216,0.662052695904272,-0.3368388142000398,0.14704525412633357,AZ,40,62,Ranked 21-20
Arizona,Cochise County,35936,22296,58923,0.6098806917502503,0.3783921388931317,0.23148855285711856,35557,23732,60473,0.5879814131926645,0.3924396011443123,0.1955418120483522,0.03594674080876636,AZ,40,62,Ranked 21-20
Arizona,Coconino County,27576,41504,70067,0.393566158105813,0.592347324703498,-0.19878116659768505,27052,44698,73346,0.3688272025741008,0.6094129195866168,-0.24058571701251596,0.04180455041483094,AZ,40,62,Ranked 21-20
Arizona,Gila County,18901,8504,27648,0.6836299189814815,0.30758101851851855,0.37604890046296297,18377,8943,27678,0.6639569333044295,0.32310860611315845,0.34084832719127106,0.0352005732716919,AZ,40,62,Ranked 21-20
Arizona,Graham County,11177,3867,15183,0.7361522755713628,0.25469274846868206,0.4814595271026807,10749,4034,14996,0.716791144305148,0.26900506801813817,0.44778607628700984,0.03367345081567086,AZ,40,62,Ranked 21-20
Arizona,Greenlee County,2308,954,3308,0.6977025392986699,0.2883917775090689,0.40931076178960096,2433,1182,3688,0.65970715835141,0.32049891540130154,0.3392082429501085,0.07010251883949248,AZ,40,62,Ranked 21-20
Arizona,La Paz County,5470,2101,7624,0.7174711437565582,0.27557712486883523,0.44189401888772295,5129,2236,7460,0.6875335120643432,0.2997319034852547,0.3878016085790885,0.05409241030863443,AZ,40,62,Ranked 21-20
Arizona,Maricopa County,1051531,980016,2053945,0.511956746650957,0.47713838491293586,0.03481836173802116,995665,1040774,2069475,0.4811196076299545,0.5029169233742857,-0.02179731574433124,0.05661567748235241,AZ,40,62,Ranked 21-20
Arizona,Mohave County,85683,24081,110450,0.7757627885921231,0.218026256224536,0.5577365323675871,78535,24831,104705,0.7500596915142543,0.23715199847189725,0.5129076930423571,0.04482883932523007,AZ,40,62,Ranked 21-20
Arizona,Navajo County,29480,20754,50706,0.5813907624344259,0.40930067447639334,0.17209008795803254,27657,23383,51783,0.5340942007994902,0.4515574609427804,0.08253673985670978,0.08955334810132276,AZ,40,62,Ranked 21-20
Arizona,Pima County,214669,292450,513176,0.41831457433706953,0.5698824574804745,-0.15156788314340497,207758,304981,520735,0.3989706856654536,0.5856740952691868,-0.18670340960373316,0.03513552646032819,AZ,40,62,Ranked 21-20
Arizona,Pinal County,126926,80656,209552,0.6057016874093304,0.3848973047262732,0.2208043826830572,107077,75106,185037,0.57867885882283,0.40589719893859066,0.17278165988423932,0.04802272279881786,AZ,40,62,Ranked 21-20
Arizona,Santa Cruz County,7699,11265,19121,0.4026463051095654,0.5891428272579886,-0.1864965221484232,6194,13138,19561,0.3166504779919227,0.6716425540616533,-0.3549920760697306,0.16849555392130738,AZ,40,62,Ranked 21-20
Arizona,Yavapai County,99346,48717,149402,0.6649576310892759,0.3260799721556606,0.33887765893361527,91527,49602,143280,0.6387981574539363,0.3461892797319933,0.292608877721943,0.04626878121167227,AZ,40,62,Ranked 21-20
Arizona,Yuma County,40745,26823,68195,0.5974778209546154,0.3933279565950583,0.20414986435955712,36534,32210,69926,0.5224666075565598,0.4606298086548637,0.06183679890169613,0.142313065457861,AZ,40,62,Ranked 21-20
Arkansas,Arkansas County,3951,1503,5547,0.71227690643591135,0.2709572742022715,0.44131963223363985,4304,1818,6292,0.684043229497775,0.28893833439287986,0.3951048951048951,0.04621473712874474,AR,6,91,Ranked 1-10
Arkansas,Ashley County,5145,1774,7030,0.7318634423897582,0.2523470839260313,0.4795163584637269,5548,2125,7926,0.6999747665909665,0.2681049709815796,0.4318697956093869,0.04764656285434005,AR,6,91,Ranked 1-10
Arkansas,Baxter County,16253,4341,20954,0.7756514269351914,0.20716808246635487,0.5684833444688365,15836,4635,21007,0.7538439567763127,0.22064073880135193,0.5332032179749607,0.03528012649387579,AR,6,91,Ranked 1-10
Arkansas,Benton County,79907,45231,128595,0.6213849683113651,0.3517321824332206,0.26965278587814456,73965,42249,119912,0.6168273400493696,0.3523333778103943,0.26449396223897526,0.0051588236391693,AR,6,91,Ranked 1-10
Arkansas,Boone County,13968,2854,17112,0.8162692847124825,0.16678354371201495,0.6494857410004675,13652,3064,17114,0.7977094776206615,0.17903470842585018,0.6186747691948113,0.03081097180565617,AR,6,91,Ranked 1-10
Arkansas,Bradley County,2213,961,3209,0.6896229354939234,0.2994702399501402,0.3901526955437832,2335,1214,3654,0.6390257252326218,0.3322386425834702,0.3067870826491516,0.08336561289463157,AR,6,91,Ranked 1-10
Arkansas,Calhoun County,1674,379,2092,0.8001912045889101,0.18116634799235184,0.6190248565965584,1636,479,2182,0.7497708524289642,0.21952337305224565,0.5302474793767186,0.0887773772198398,AR,6,91,Ranked 1-10
Arkansas,Carroll County,7470,3812,11538,0.6474258970358814,0.3303865487952851,0.31703934824059626,7424,4023,11797,0.6293125370856998,0.3410189031109604,0.2882936339747394,0.02874571426585687,AR,6,91,Ranked 1-10
Arkansas,Chicot County,1658,1796,3490,0.4750716332378224,0.5146131805157593,-0.03954154727793696,1752,2260,4103,0.4270046307579819,0.5508164757494516,-0.12381184499146965,0.08427029771353267,AR,6,91,Ranked 1-10
Arkansas,Clark County,4526,2959,7657,0.5910931174089069,0.3864437769361369,0.20464934047277009,4616,3438,8395,0.5498511018463371,0.4095294818344253,0.14032162001191184,0.06432772046085822,AR,6,91,Ranked 1-10
Arkansas,Clay County,3968,907,4967,0.7988725588886652,0.18260519428226293,0.6162673646064022,4086,962,5183,0.78834651746093,0.1856067914335327,0.6027397260273972,0.01352763857900496,AR,6,91,Ranked 1-10
Arkansas,Cleburne County,10595,1941,12739,0.831697935473742,0.1523667477824005,0.6793311876913415,10328,1988,12680,0.8145110410094637,0.15678233438485806,0.6577287066246056,0.0216024810667359,AR,6,91,Ranked 1-10
Arkansas,Cleveland County,2804,524,3374,0.8310610551274452,0.15530527563722585,0.6757557794902194,2867,651,3600,0.7963888888888889,0.18083333333333337,0.6155555555555556,0.06020022393466373,AR,6,91,Ranked 1-10
Arkansas,Columbia County,5367,2466,7940,0.6759445843828715,0.3105793450881612,0.3653652392947103,5500,2814,8616,0.638347260909935,0.3266016713091922,0.3117455896007428,0.05361964969396754,AR,6,91,Ranked 1-10
Arkansas,Conway County,5893,2449,8541,0.6899660461304297,0.2867345744058073,0.4032314717246224,5694,2615,8685,0.6556131260794473,0.30109383995394357,0.35451928612550376,0.04871218559911861,AR,6,91,Ranked 1-10
Arkansas,Craighead County,25152,11210,37242,0.6753665216690833,0.3010042425218839,0.3743622791471994,25558,11921,38511,0.6636545402612241,0.30954792137311415,0.3541066188881099,0.02025566025908948,AR,6,91,Ranked 1-10
Arkansas,Crawford County,18615,4753,23834,0.7810271041369472,0.199420995216917,0.5816061089200302,18607,4959,24091,0.7723631231580258,0.20584450624714623,0.5665186169108796,0.0150874920091506,AR,6,91,Ranked 1-10
Arkansas,Crittenden County,7028,7362,14681,0.4787139840610313,0.5014644778966011,-0.02275049383556982,7333,8514,16367,0.44803568155434714,0.5201930714242072,-0.07215738986986009,0.04940689603429027,AR,6,91,Ranked 1-10
Arkansas,Cross County,4753,1642,6534,0.7274257728803183,0.251300887664524,0.4761248852157942,4946,1772,6942,0.7124747911264765,0.25525785076346874,0.45721694036300775,0.01890794485278651,AR,6,91,Ranked 1-10
Arkansas,Dallas County,1482,798,2324,0.6376936316695353,0.3433734939759036,0.2943201376936317,1573,963,2649,0.5938089845224613,0.3635334088335221,0.23027557568893925,0.06404456200469244,AR,6,91,Ranked 1-10
Arkansas,Desha County,1805,1638,3505,0.514978601997147,0.4673323823109843,0.04764621968616267,1921,2016,4164,0.4613352545629203,0.484149855907781,-0.02281460134486068,0.07046082103102336,AR,6,91,Ranked 1-10
Arkansas,Drew County,4203,2050,6365,0.6603299293008641,0.3220738413197172,0.33825608798114687,4349,2426,6908,0.6295599305153445,0.3511870295309786,0.27837290098436596,0.05988318699678091,AR,6,91,Ranked 1-10
Arkansas,Faulkner County,35357,17752,54465,0.6491691912237216,0.3259340861103461,0.32323510511337555,34421,18347,54428,0.6324134636584111,0.3370875284779893,0.29532593518042183,0.02790916993295372,AR,6,91,Ranked 1-10
Arkansas,Franklin County,5582,1232,6971,0.8007459474967723,0.1767321761583704,0.624013771338402,5677,1300,7129,0.7963248702482817,0.18235376630663488,0.6139711039416468,0.01004266739675519,AR,6,91,Ranked 1-10
Arkansas,Fulton County,4040,906,5043,0.8011104501288915,0.17965496728138014,0.6214554828475114,3961,1035,5119,0.7737839421762063,0.20218792732955657,0.5715960148466497,0.04985946800086172,AR,6,91,Ranked 1-10
Arkansas,Garland County,28359,13015,42327,0.6699978736976399,0.3074869468660666,0.36251092683157327,29069,14045,44199,0.6576845629991629,0.3177673703024955,0.33991719269666737,0.02259373413490589,AR,6,91,Ranked 1-10
Arkansas,Grant County,6755,1192,8078,0.8362218370883883,0.14756127754394652,0.6886605595444417,6794,1268,8200,0.8285365853658536,0.1546341463414634,0.6739024390243902,0.01475812052005154,AR,6,91,Ranked 1-10
Arkansas,Greene County,12617,2935,15820,0.7975347661188369,0.18552465233881163,0.6120101137800252,12670,3058,16100,0.7869565217391304,0.18993788819875776,0.5970186335403727,0.01499148023965257,AR,6,91,Ranked 1-10
Arkansas,Hempstead County,4193,1776,6089,0.6886188208244375,0.2916735096074889,0.3969453112169486,4470,2138,6848,0.6527453271028038,0.31220794392523366,0.3405373831775701,0.05640792803937849,AR,6,91,Ranked 1-10
Arkansas,Hot Spring County,9226,2818,12283,0.7511194333631849,0.22942277945127412,0.5216966539119108,9202,3082,12557,0.7328183483316079,0.2454407899976109,0.487377558333997,0.03431909557791379,AR,6,91,Ranked 1-10
Arkansas,Howard County,3246,1158,4473,0.7256874580818243,0.25888665325285043,0.4668008048289739,3367,1340,4834,0.6965246172941664,0.2772031443938767,0.4193214729002897,0.04747933192868425,AR,6,91,Ranked 1-10
Arkansas,Independence County,11023,2689,14011,0.7867389907929484,0.19192063378773824,0.5948183570052101,11250,2806,14512,0.7752205071664829,0.1933572216097023,0.5818632855567807,0.01295507144842944,AR,6,91,Ranked 1-10
Arkansas,Izard County,4854,949,5925,0.8192405063291139,0.16016877637130802,0.6590717299578059,4631,1021,5810,0.7970740103270224,0.1757314974182444,0.621342512908778,0.03772921704902798,AR,6,91,Ranked 1-10
Arkansas,Jackson County,3509,1183,4775,0.734869109947644,0.24774869109947645,0.48712041884816754,3593,1365,5091,0.7057552543704577,0.26812021213906895,0.4376350422313888,0.04948537661677876,AR,6,91,Ranked 1-10
Arkansas,Jefferson County,8468,12802,21608,0.3918918918918919,0.5924657534246576,-0.20057386153276568,9521,14981,25158,0.3784482073296764,0.5954765879640671,-0.21702838063439067,0.01645451910162498,AR,6,91,Ranked 1-10
Arkansas,Johnson County,6766,2107,9059,0.7468815542554366,0.2325863781874379,0.5142951760679987,6938,2283,9498,0.7304695725415877,0.24036639292482628,0.4901031796167614,0.02419199645123726,AR,6,91,Ranked 1-10
Arkansas,Lafayette County,1589,698,2325,0.6834408602150538,0.3002150537634409,0.3832258064516129,1757,839,2679,0.6558417319895483,0.3131765584173199,0.3426651735722284,0.04056063287938449,AR,6,91,Ranked 1-10
Arkansas,Lawrence County,4608,965,5692,0.8095572733661279,0.16953619114546734,0.6400210822206606,4569,1080,5857,0.7800921973706676,0.18439474133515452,0.595697456035513,0.04432362618514751,AR,6,91,Ranked 1-10
Arkansas,Lee County,1181,1270,2520,0.4686507936507937,0.503968253968254,-0.0353174603174603,1286,1423,2848,0.4515449438202247,0.4996488764044944,-0.0481039325842697,0.0127864722668094,AR,6,91,Ranked 1-10
Arkansas,Lincoln County,2502,813,3372,0.7419928825622776,0.2411032028469751,0.5008896797153025,2729,1032,3875,0.704258064516129,0.2663225806451613,0.43793548387096776,0.06295419584433476,AR,6,91,Ranked 1-10
Arkansas,Little River County,3744,1084,4899,0.7642375995101041,0.2212696468667075,0.5429679526433966,3715,1226,5177,0.7175970639366428,0.2368166892022407,0.4807803747344021,0.06218757790899448,AR,6,91,Ranked 1-10
Arkansas,Logan County,6567,1464,8205,0.8003656307129798,0.17842778793418648,0.6219378427787934,6441,1544,8225,0.7831003039513678,0.18772036474164133,0.5953799392097264,0.02655790356906695,AR,6,91,Ranked 1-10
Arkansas,Lonoke County,23225,6790,30620,0.758491182233834,0.2217504898758981,0.536740692357936,22884,6686,30662,0.7463309634074751,0.21805492140108276,0.5282760420063923,0.00846465035154364,AR,6,91,Ranked 1-10
Arkansas,Madison County,5885,1491,7501,0.7845620583922144,0.1987734968670844,0.5857885615251299,5658,1563,7351,0.7696911984763978,0.21262413277105155,0.5570670657053463,0.02872149581978367,AR,6,91,Ranked 1-10
Arkansas,Marion County,6230,1501,7851,0.7935294866895937,0.19118583619921029,0.6023436504903834,5783,1531,7503,0.7707583633213382,0.204051712648274,0.5667066506730641,0.03563699981731927,AR,6,91,Ranked 1-10
